t 1 2 3 4 J5L0203 J6E0400 J7V0200 
0.00155     1.98988    -3.09017      1.9899    -5.08007    0.198988           0   -0.198988  
0.00156     1.47432    -3.68125     1.47434    -5.15558    0.147432           0   -0.147432  
0.00157    0.953219    -4.25779    0.953228    -5.21102   0.0953219           0  -0.0953219  
0.00158    0.428604    -4.81754    0.428609    -5.24615   0.0428604           0  -0.0428604  
0.00159           0    -5.35827    -1.07222    -4.28604           0           0           0  
0.0016           0    -5.87785    -5.87785           0           0           0           0  
0.00161           0    -6.37424    -6.37424           0           0           0           0  
0.00162           0    -6.84547    -6.84547           0           0           0           0  
0.00163           0    -7.28969    -7.28969           0           0           0           0  
0.00164           0    -7.70513    -7.70513           0           0           0           0  
0.00165           0    -8.09017    -8.09017           0           0           0           0  
0.00166           0    -8.44328    -8.44328           0           0           0           0  
0.00167           0    -8.76307    -8.76307           0           0           0           0  
0.00168           0    -9.04827    -9.04827           0           0           0           0  
0.00169           0    -9.29776    -9.29776           0           0           0           0  
0.0017           0    -9.51057    -9.51057           0           0           0           0  
0.00171           0    -9.68583    -9.68583           0           0           0           0  
0.00172           0    -9.82287    -9.82287           0           0           0           0  
0.00173           0    -9.92115    -9.92115           0           0           0           0  
0.00174           0    -9.98027    -9.98027           0           0           0           0  
0.00175           0         -10         -10           0           0           0           0  
0.00176           0    -9.98027    -9.98027           0           0           0           0  
0.00177           0    -9.92115    -9.92115           0           0           0           0  
0.00178           0    -9.82287    -9.82287           0           0           0           0  
0.00179           0    -9.68583    -9.68583           0           0           0           0  
0.0018           0    -9.51057    -9.51057           0           0           0           0  
0.00181           0    -9.29776    -9.29776           0           0           0           0  
0.00182           0    -9.04827    -9.04827           0           0           0           0  
0.00183           0    -8.76307    -8.76307           0           0           0           0  
0.00184           0    -8.44328    -8.44328           0           0           0           0  
0.00185           0    -8.09017    -8.09017           0           0           0           0  
0.00186           0    -7.70513    -7.70513           0           0           0           0  
0.00187           0    -7.28969    -7.28969           0           0           0           0  
0.00188           0    -6.84547    -6.84547           0           0           0           0  
0.00189           0    -6.37424    -6.37424           0           0           0           0  
0.0019           0    -5.87785    -5.87785           0           0           0           0  
0.00191           0    -5.35827    -5.35827           0           0           0           0  
0.00192           0    -4.81754    -4.81754           0           0           0           0  
0.00193           0    -4.25779    -4.25779           0           0           0           0  
0.00194           0    -3.68125    -3.68125           0           0           0           0  
0.00195           0    -3.09017    -3.09017           0           0           0           0  
0.00196           0     -2.4869     -2.4869           0           0           0           0  
0.00197           0    -1.87381    -1.87381           0           0           0           0  
0.00198           0    -1.25333    -1.25333           0           0           0           0  
0.00199           0   -0.627905   -0.627905           0           0           0           0  
